Time, Song, Artist, Album ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:31,Happy Birthday,Stevie Wonder,Hotter Than July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:35,"Can't Stop The Feeling! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song From DreamWorks Animation's ""Trolls"") - Single",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:39,ABC,The Jackson 5,ABC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:42,Firework,Katy Perry,Teenage Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:46,Put Your Hearts Up,Ariana Grande,Put Your Hearts Up - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:49,Got To Get You Into My Life,The Beatles,Revolver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:52,Do You Believe In Magic,The Lovin' Spoonful,The Lovin' Spoonful Volume 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:54,The Middle,Jimmy Eat World,Bleed American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 12:59,Funkytown,Lipps, Inc.,Mouth To Mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:02,Hot Potato,The Wiggles,The Wiggles Meet the Orchestra!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:04,Roar,Katy Perry,PRISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:06,"Happy (From ""Despicable Me 2"")",Pharrell Williams,G I R L (Japan Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:10,Good Time [Electro Swag Remix],Electro Swag Feat. Owl City & Carly Rae Jepsen,Good Time [Electro Swag Remix],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:10,Good Time,Owl City & Carly Rae Jepsen,The Midsummer Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:14,I Gotta Feeling,The Black Eyed Peas,The E.N.D. (The Energy Never Dies) [International Version],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:18,On Top Of The World,Imagine Dragons,Night Visions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:25,Birthday,Selena Gomez,Stars Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:29,Birthday,Anne-Marie,Birthday - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:32,In Da Club,50 Cent,Get Rich or Die Tryin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:35,Happy Birthday,Kygo Feat. John Legend,Cloud Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:39,Just Dance,Lady Gaga Feat. Colby O'Donis,The Fame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:43,We Are Family,Sister Sledge,Dance Club Masters: Lost In Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:47,We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:51,It's A Beautiful Day,Michael Bublé,To Be Loved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:55,Get Lucky,Daft Punk Feat. Pharrell Williams,Random Access Memories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 13:59,Safe And Sound,Capital Cities,In a Tidal Wave of Mystery (Deluxe Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:02,Firework,Katy Perry,Teenage Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:03,Firework (Remix),Ada Gio,Tribute to Music Revolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:03,Firework (Jason Achilles Mezilis Remix),Katy Perry,Firework (Jason Achilles Mezilis Remix),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:03,Firework,Katy Perry,Teenage Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:06,Love Generation,Bob Sinclar,Western Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:07,Love Generation (Club Mix),Bob Sinclar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:08,Love Generation,Bob Sinclar,Western Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 14:10,Love Is In The Air,John Paul Young,I Hate the Music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 16:11,Dancing in the Moonlight,Dr. Teeth and the Electric Mayhem,Muppets Haunted Mansion (Original Soundtrack) - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 16:16,Rest in Peace,Darren Criss,Muppets Haunted Mansion (Original Soundtrack) - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 16:34,Life Hereafter,The Muppets Feat. Will Arnett,Muppets Haunted Mansion (Original Soundtrack) - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 16:42,Tie the Knot Tango,Taraji P. Henson & Pepe the King Prawn,Muppets Haunted Mansion (Original Soundtrack) - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 16:58,Dancing in the Moonlight,Dr. Teeth and the Electric Mayhem,Muppets Haunted Mansion (Original Soundtrack) - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 16:58,Rhythm,Kit Grill,Glass Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 17:17,Run To You,Bryan Adams,Reckless (30th Anniversary) [Deluxe Edition],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 17:20,Loving You Undercover,David Tobin, Jeff Meegan & Freddie Gavita Feat. Big Al Carson,Spirit of New Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 17:43,Barracuda,Heart,Heart & Friends - Home for the Holidays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 18:30,Listen To The Music,Jason Adamo Band,Bricks & Mortar - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 18:42,Work To Do,Marc Cohn & The Blind Boys of Alabama,Work To Do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 18:43,Angel From Montgomery,Susan Tedeschi,Just Won't Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 18:52,Rag Mama Rag,Blues Traveler,Endless Highway: The Music of the Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:00,That's The Way That The World Goes 'Round,Miranda Lambert,Revolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:06,Margaritaville,Gary Hutchison,Blues Covers Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:11,Eye Of The Tiger,The Rural Alberta Advantage,Drain the Blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:18,When Doves Cry (Recorded At Spotify Studios Nyc),Sarah Jarosz,When Doves Cry (Recorded At Spotify Studios Nyc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:24,Wonderwall,Ryan Adams,Wonderwall - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:27,The Weight,Aretha Franklin,This Girl's In Love With You,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:37,Dear Doctor,Lee Harvey Osmond & Mary Gauthier,Dear Doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:46,Coyote,Colleen Rennison,See the Sky About To Rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:52,You Alone,Dawn Landes,Fireproof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:55,Landslide (Recorded At Spotify Studios Nyc),The Japanese House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 19:58,Summer's End,Lee Henke,Summer's End - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:02,Into The Mystic (Live),Jason Isbell & The 400 Unit,Live atTwist & Shout 11.16.07 - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:06,Girl from the North Country (Cover),Passenger,Sunday Night Sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:09,Private Eyes,Sleeping At Last,Covers, Vol. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:13,Daniel,Fuel,Something Like Human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:17,Clocks And Spoons,Jeffrey Foucault,Shoot the Moon Right Between the Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:27,Every Little Thing Does Is Magic (He),Shawn Colvin,Cover Girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:30,Gentle On My Mind,Billy Bragg & Joe Henry,Shine a Light: Field Recordings from the Great American Railroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:34,Stand By Me,Florence + The Machine,Songs from Final Fantasy XV - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:38,Heart Of Gold,Diana Krall,Wallflower (The Complete Sessions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:43,Far From Me,Megan Mullally & Supreme Music Program,The Sweetheart Break-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:45,Streets Of Philadelphia,Bettye LaVette,Song of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 20:49,In Your Eyes,Sons of Bill Feat. Molly Parden,In Your Eyes (feat. Molly Parden) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:01,In The Heights,Anthony Ramos, Melissa Barrera, Lin-Manuel Miranda, Olga Merediz, Jimmy Smits, Daphne Rubin-Vega, Stephanie Beatriz, Dascha Polanco, Corey Hawkins & Gregory Diaz IV,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:13,Benny's Dispatch,Leslie Grace & Corey Hawkins,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:18,Breathe,Leslie Grace Feat. Doreen Montalvo, Rubén Blades & Rubén Blades and Doreen Montalvo,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:30,No Me Diga,Daphne Rubin-Vega, Stephanie Beatriz, Dascha Polanco, Leslie Grace & Melissa Barrera,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:33,It Won't Be Long Now,Melissa Barrera, Anthony Ramos & Gregory Diaz IV,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:43,96,0,Anthony Ramos, Corey Hawkins, Gregory Diaz IV, Noah Catala, Daphne Rubin-Vega, Stephanie Beatriz, Dascha Polanco & Melissa Barrera,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:49,Piragua,Lin-Manuel Miranda,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 21:53,When You're Home,Leslie Grace & Corey Hawkins,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 22:05,Finale,Doreen Montalvo, Anthony Ramos, Daphne Rubin-Vega, Lin-Manuel Miranda, Leslie Grace, Melissa Barrera, Stephanie Beatriz, Dascha Polanco & Jimmy Smits,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,
2021-10-09 22:11,The Club,Anthony Ramos, Melissa Barrera & Corey Hawkins,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 22:16,Blackout,Anthony Ramos, Corey Hawkins, Melissa Barrera, Leslie Grace, Olga Merediz, Noah Catala, Dascha Polanco, Gregory Diaz IV, Daphne Rubin-Vega & Stephanie Beatriz,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,
2021-10-09 22:21,Paciencia Y Fe,Olga Merediz,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 22:30,Alabanza,Anthony Ramos, Leslie Grace, Jimmy Smits, Noah Catala, Melissa Barrera, Stephanie Beatriz, Gregory Diaz IV, Dascha Polanco, Corey Hawkins & Daphne Rubin-Vega,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,
2021-10-09 22:42,Carnaval Del Barrio,Daphne Rubin-Vega, Melissa Barrera, Anthony Ramos, Lin-Manuel Miranda, Leslie Grace, Stephanie Beatriz, Dascha Polanco, Corey Hawkins & Gregory Diaz IV,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,
2021-10-09 22:51,When The Sun Goes Down,Leslie Grace & Corey Hawkins,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09 23:05,Finale,Doreen Montalvo, Anthony Ramos, Daphne Rubin-Vega, Lin-Manuel Miranda, Leslie Grace, Melissa Barrera, Stephanie Beatriz, Dascha Polanco & Jimmy Smits,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,
2021-10-09 23:13,Home All Summer,Anthony Ramos & Leslie Grace Feat. Marc Anthony,In The Heights (Original Motion Picture Soundtrack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:18,How Sweet It Is (To Be Loved By You),James Taylor,The Essential James Taylor (Deluxe Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:21,Days Like This,Van Morrison,Days Like This,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:25,50 Ways To Leave Your Lover,Paul Simon,Still Crazy After All These Years (Bonus Tracks Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:28,The Story Of Tonight (Reprise),Anthony Ramos & Okieriete Onaodowan & Daveed Diggs & Lin-Manuel Miranda & Leslie Odom & Jr.,Hamilton: An American Musical (Original Broadway Cast Recording),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:30,Jackie And Wilson,Hozier,Hozier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:34,Sunday Morning,Maroon 5,Songs About Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:36,Summer Of '69,Bryan Adams,Ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:39,Blackbird,Sarah McLachlan,The Essential Sarah McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:43,Early Morning Rain,Gordon Lightfoot,Gord's Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:46,If I Had $1,0,0,Barenaked Ladies,Play Everywhere for Everyone: Glasgow, UK 05-01-04 (Live),,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:49,It's All Been Done,Barenaked Ladies,Play Everywhere for Everyone: Glasgow, UK 05-01-04 (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:53,Fifty-Mission Cap,The Tragically Hip,Fully Completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:57,Courage (For Hugh Maclennan),The Tragically Hip,Fully Completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 9:59,Courage (For Hugh Maclennan;Remix),The Tragically Hip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:00,Courage (For Hugh Maclennan),The Tragically Hip,Fully Completely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:02,Limelight,Rush,Moving Pictures (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:06,You Could Have Been A Lady,April Wine,The Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:09,Let It Ride,Bachman-Turner Overdrive,Bachman-Turner Overdrive II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:14,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,Not Fragile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:18,Sunglasses At Night,Corey Hart,Corey Hart: The Singles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:23,Constant Craving,K.D. Lang,Ingénue (25th Anniversary Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:27,Snowbird,Anne Murray,This Way Is My Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:30,Nobody But Me,Michael Bublé,Nobody But Me (Deluxe Version),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:33,Haven't Met You Yet,Michael Bublé,Crazy Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:37,Man! I Feel Like A Woman!,Shania Twain,Women To The Front: Shania Twain - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:41,The Hockey Song,Stompin' Tom Connors,Stompin' Tom Connors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:43,Tom Sawyer,Rush,Moving Pictures (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:48,Old Man,Neil Young,Harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:52,Heart Of Gold,Neil Young,Harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:54,After The Gold Rush,Neil Young,After The Gold Rush (50th Anniversary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 10:58,American Woman,The Guess Who,The Greatest of the Guess Who (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 11:01,American Pimp,The Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 11:03,Ironic,Alanis Morissette,Jagged Little Pill (Collector's Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 11:06,You Oughta Know,Alanis Morissette,Jagged Little Pill (Collector's Edition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 18:33,A Hard Rain's A-Gonna Fall,Jason Mraz,A Hard Rain's A-Gonna Fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 18:41,I Still Haven't Found What I'm Looking For,Sarah Jarosz,I Still Haven't Found What I'm Looking For / my future - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 19:11,Memphis Sessions: Stop Draggin' My Heart Around,In The Valley Below,Memphis Sessions: Stop Draggin' My Heart Around - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 19:19,Sad Eyed Lady Of The Lowlands (Live),Old Crow Medicine Show,50 Years of Blonde on Blonde (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 19:33,All The Best,Zac Brown Band,Welcome Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 19:39,Color Of The Blues,John Prine Feat. Susan Tedeschi,For Better, or Worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 19:41,The Air That I Breathe,Shovels & Rope Feat. Indianola,Busted Jukebox, Vol. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 19:49,Walls,The Lumineers,Walls - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 19:54,Girls Just Wanna Have Fun,The Mayries,#Acoustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:09,Power (Acoustic Live Version),Andreas Moe,Power (Acoustic Live Version) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:11,To Love Somebody,Lindi Ortega,Faded Gloryville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:15,Just Breathe,Willie Nelson & Lukas Nelson,Heroes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:21,Two Of Us,Aimee Mann & Michael Penn,I Am Sam (Music from and Inspired By the Motion Picture),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:24,In Your Eyes,Ben Abraham,In Your Eyes - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:35,My Happiness,John Prine Feat. Fiona Prine,For Better, or Worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:36,More Than This,Pete Yorn,More Than This - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:41,Hallelujah (Live At Benaroya Hall With The Seattle Symphony),Brandi Carlile,Live At Benaroya Hall (with The Seattle Symphony),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:43,Forever Young (Live At Benaroya Hall With The Seattle Symphony),Brandi Carlile,Live At Benaroya Hall (with The Seattle Symphony),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 20:43,Visions Of Johanna (Live),Old Crow Medicine Show,50 Years of Blonde on Blonde (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 21:37,Bad Side Of The Moon,April Wine,On Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 22:06,It Feels Right,Peter Nathanson & Sylvain Lux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10 22:16,Changes,Winter Youth,Changes - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:20,The Weight,The Band,Best of the Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:24,Heart Of Gold,Neil Young,Harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:31,Share The Land,The Guess Who,Share the Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:35,Closer To The Heart,Rush,A Farewell to Kings (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:38,Early Morning Rain,Gordon Lightfoot,Gord's Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:41,The Night They Drove Old Dixie Down,The Band,The Last Waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:45,Help Me,Joni Mitchell,Court and Spark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:49,Fly At Night,Chilliwack,There and Back (Live),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:53,Suzanne,Leonard Cohen,Songs of Leonard Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 8:57,Rockin' In The Free World,Neil Young,Freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:03,5 Days In May,Blue Rodeo,Blue Rodeo: Greatest Hits, Vol. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:10,Magic Carpet Ride,Steppenwolf,Rock Masters: Born to Be Wild (Re-Recordings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:10,Night,Ludovico Einaudi,Midnight - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:11,Night,Luke Woodapple,Pianosolo for Relaxing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:11,Night,Ludovico Einaudi,Midnight - EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:12,Magic Carpet Ride,Steppenwolf,Rock Masters: Born to Be Wild (Re-Recordings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:15,American Woman,The Guess Who,The Greatest of the Guess Who (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:20,Sundown,Gordon Lightfoot,Sundown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:23,Harvest Moon,Neil Young,Harvest Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:29,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,Not Fragile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:31,The Spirit Of Radio,Rush,Permanent Waves (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:37,Signs,Five Man Electrical Band,Class Reunion '71: Greatest Hits Of 1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:40,Big Yellow Taxi,Joni Mitchell,Ladies of the Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:43,If You Could Read My Mind,Gordon Lightfoot,If You Could Read My Mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:47,No Time,The Guess Who,The Greatest of the Guess Who (Remastered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:51,7500 OBO,Tim McGraw,Here on Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:53,Closing Time,Leonard Cohen,The Essential Leonard Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:53,7500 OBO,Tim McGraw,Here on Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:55,Closing Time,Leonard Cohen,The Essential Leonard Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:55,7500 OBO (Acoustic),Tim McGraw,7500 OBO (Acoustic) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:55,Closing Time,Leonard Cohen,The Essential Leonard Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:56,7500 OBO (Acoustic),Tim McGraw,7500 OBO (Acoustic) - Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 9:56,Sweet City Woman,Stampeders,Sweet City Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 10:00,Only Wanna Be With You,Hootie & The Blowfish,Cracked Rear View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 10:02,Hasn't Hit Me Yet,Blue Rodeo,Blue Rodeo: Greatest Hits, Vol. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 10:05,Ordinary Day,Great Big Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 10:06,Bobcaygeon,The Tragically Hip,Phantom Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 10:06,Jump Right In,Zac Brown Band,Uncaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 10:07,Bobcaygeon,The Tragically Hip,Phantom Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11 10:10,Life's A Dance,John Michael Montgomery,Life's a Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
